Time;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;Amount;Class
100223;-19.6418567335974;14.7063346696674;-22.8012376947782;12.1146718424589;-14.898112530969;0.840777704221173;-28.0112929096778;-11.9196388199434;-8.9609216998511;-18.9132433348732;4.971248707036;-12.6863075224956;-1.07144311342478;-7.38337003956967;-2.99243029925503;-8.58230865037102;-13.8065681285297;-6.00035879778826;1.42263161326029;3.83464904792346;-8.22887409813848;3.31817776987025;2.58521234602075;0.195008569338351;-1.19480304002391;0.0384229399473607;-4.12674625203028;-0.645329219040983;2.28;1
100298;-22.3418888868038;15.53613332478;-22.8652284959099;7.04337354768731;-14.1831291919342;-0.463144880408286;-28.2151120538009;-14.6077905214735;-9.48145633401495;-20.9491915543611;4.73958247105186;-11.9249546896802;-1.50141102577851;-3.83678146634435;-2.72032883823594;-8.88010567222989;-15.8251362851177;-6.75042522352437;-0.129188144339879;4.10001904830367;-9.11042257588182;4.15889482041313;1.41292844456256;0.38280067392155;0.447153952515532;-0.632816336434319;-4.38015425911661;-0.467862869164174;1;1
100501;-6.9852674861123;5.15109356872598;-4.59933777342036;4.53447860064768;0.849053978611719;-0.210701203278644;-4.42522968507474;-5.13452515572624;0.0693205728889109;-0.870997150804889;5.20081516878268;-7.80222778971281;0.0339124179895287;-7.56013197197136;-1.01465193469311;-1.50792960088674;-3.41027456780471;0.107544007359072;-1.37551765637273;-1.24699631854492;5.45367185347674;-2.05617714358307;-0.280333720590026;0.120771472511766;0.569357720918146;0.145971466001576;0.300193469284684;1.77936385243205;0.76;1
100924;-23.9847466495794;16.6978316913154;-22.209874815521;9.5849686202149;-16.2304387891461;2.59633265752887;-33.2393281671892;-21.5600394546929;-10.8425258685569;-19.836148851696;3.22323270290842;-10.8951335063028;-1.52345240330584;0.116303256118652;-3.09880532704263;-7.60642457511483;-18.1082610229766;-7.51186615794432;-1.24328515722898;5.80455066066397;-12.6150228644215;5.77408726884239;2.7502214496329;0.513411099654255;-1.60880380395117;-0.459624387540527;-4.62612660780224;-0.334560720645878;1;1
101035;-1.36411821628541;0.71038746080117;0.414222387689032;-0.413854428747535;-0.24642912759197;0.108879695141852;-0.394759976564776;0.767738011906188;1.37540519885955;-1.55615647482592;-1.39142634562444;-2.27659641281039;2.57930416469797;1.52268368118458;-0.839356984837002;0.773058146243826;0.0918978167543175;0.842491184786527;-0.208806566458077;-0.224133129232394;0.21494336360897;0.64256354138897;-0.299946137826561;-0.970769396603;-0.244665824177168;0.589870862463592;-0.246298857209341;-0.0516449329125556;59.9;0
101051;-1.46531575579616;-1.09337687781209;-0.0597678482279439;1.06478463530602;11.0950886001596;-5.43097128323669;-9.37802517086658;-0.446456139679101;1.99210961400888;1.78592177154007;1.36858453419511;-1.47169658834377;-0.72475884619705;3.44242199594215;-0.957403224855046;-1.62612941891216;1.41821495932655;-1.41791682839858;-1.65176618071699;-1.4576102135585;1.16062328833533;-1.2596968082996;-15.9816491909559;-0.883669935248733;-3.53671623161143;-0.59296488849027;0.675524833181225;0.424849351792902;0.92;1
101303;1.9639171062651;-0.127620115426034;-0.101809045787597;0.657221403303453;-0.525756630484613;-0.595608800546794;-0.46988761012556;-0.21217321656965;2.39059515453822;-0.578422605984331;0.381671980882874;-1.35389638483248;2.86519816216916;1.18037273510119;-0.162581310806469;0.0515363095994138;0.182251151336123;-0.149068482626053;-0.361147112559798;-0.188902782960808;-0.306939919899819;-0.438088154095086;0.370762379739217;-0.0875227101214915;-0.431216324964504;-0.66235807406564;0.0175759303244812;-0.033814170014343;14.99;0
101313;-25.825982149082;19.1672390103062;-25.3902293121699;11.1254347149714;-16.6826439195391;3.93369943022963;-37.0603114554112;-28.7597989339836;-11.1266235224579;-23.2282548357516;3.7859770496129;-10.5224940129243;-2.65749636392801;-3.79279543594993;-4.49894467676621;-6.55787310177539;-12.8672447953713;-5.80459047549908;-1.25446534452587;7.90737812724062;-16.9220157786505;5.70368400806478;3.51001884069223;0.0543302268964685;-0.671983312405663;-0.209431359115655;-4.95002186384908;-0.448412770754799;2.28;1
101565;-1.02577211009233;0.805096199449822;1.18698845573428;1.09100731494902;-0.0380243840987187;0.273234769098545;-0.261167355021951;0.636902820857495;1.22398567604851;-0.735547058291638;-0.507981594368028;-3.31709836599577;0.557763478282205;1.96530702017801;0.550111448188264;0.148897499656904;0.539490948883636;1.12271376623279;0.0486181020133065;0.126429218476352;0.165084974898121;0.540397022234534;-0.0864160411817278;0.499670614893393;-0.0142211151405325;-0.413799401018076;0.271123061025263;0.103472126212903;53.3;0
101597;0.91311613528992;1.1453810871791;-4.60287793273505;2.09180337375362;-0.473223859280585;-2.0854358325571;-1.67124403232231;0.0943965856348779;0.337798765397573;-4.4318096317282;4.87197985976052;-5.39522117678937;1.33250215621937;-4.60379669207464;-0.77731354811867;-2.57189156103509;-3.00361530529652;-0.225441388417525;0.252273565031692;0.50898474829098;0.40141574109896;-0.0849334160429759;-0.197684434494785;-0.283271078982557;0.387597335722074;-0.553526986386025;0.516274456782261;0.270828187083758;147.87;1
